"InsetL [um]","ResFreq [GHz]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
35,300,125,0.255009648797202,3.97056325853409
35,300,125.625,0.255552839438718,4.0408115442214
35,300,126.25,0.25611370836682,4.11090681992799
35,300,126.875,0.256692037545601,4.1808531779249
35,300,127.5,0.257287617190164,4.25065465553305
35,300,128.125,0.257900245592702,4.32031523690847
35,300,128.75,0.258529728955856,4.38983885478511
35,300,129.375,0.259175881233199,4.45922939217703
35,300,130,0.259838523976475,4.52849068404141
35,300,130.625,0.260517486189601,4.59762651890406
35,300,131.25,0.26121260418906,4.66664064044891
35,300,131.875,0.261923721470591,4.73553674907287
35,300,132.5,0.26265068858195,4.80431850340765
35,300,133.125,0.263393363001653,4.87298952180964
35,300,133.75,0.264151609023426,4.9415533838195
35,300,134.375,0.264925297646346,5.01001363159243
35,300,135,0.265714306470424,5.07837377130061
35,300,135.625,0.266518519597556,5.14663727450888
35,300,136.25,0.267337827537711,5.21480757952493
35,300,136.875,0.268172127120242,5.28288809272503
35,300,137.5,0.269021321410149,5.35088218985657
35,300,138.125,0.269885319629299,5.41879321731833
35,300,138.75,0.270764037082431,5.48662449341965
35,300,139.375,0.271657395087872,5.55437930961949
35,300,140,0.272565320912878,5.62206093174642
35,300,140.625,0.273487747713546,5.68967260120038
35,300,141.25,0.274424614479196,5.75721753613742
35,300,141.875,0.275375865981189,5.82469893263811
35,300,142.5,0.276341452726077,5.89211996586068
35,300,143.125,0.277321330913081,5.95948379117978
35,300,143.75,0.278315462395841,6.02679354531168
35,300,144.375,0.279323814648323,6.0940523474268
35,300,145,0.280346360734978,6.1612633002505
35,300,145.625,0.281383079285012,6.22842949115287
35,300,146.25,0.282433954470756,6.29555399322834
35,300,146.875,0.283498975990175,6.36263986636608
35,300,147.5,0.284578139053428,6.42969015831173
35,300,148.125,0.285671444373535,6.49670790572156
35,300,148.75,0.286778898161075,6.56369613520957
35,300,149.375,0.287900512122958,6.63065786438853
35,300,150,0.289036303465298,6.69759610290554
35,300,150.625,0.290186294900303,6.76451385347311
35,300,151.25,0.291350514657322,6.8314141128962
35,300,151.875,0.292528996497975,6.8982998730964
35,300,152.5,0.293721779735433,6.96517412213352
35,300,153.125,0.294928909257841,7.03203984522589
35,300,153.75,0.296150435555987,7.09890002576954
35,300,154.375,0.297386414755203,7.16575764635761
35,300,155,0.298636908651542,7.2326156898002
35,300,155.625,0.299901984752296,7.29947714014587
35,300,156.25,0.301181716321004,7.36634498370528
35,300,156.875,0.302476182426807,7.43322221007781
35,300,157.5,0.30378546799841,7.50011181318199
35,300,158.125,0.305109663882654,7.56701679229046
35,300,158.75,0.306448866907798,7.63394015307028
35,300,159.375,0.307803179951558,7.70088490862939
35,300,160,0.309172712014055,7.76785408056997
35,300,160.625,0.310557578295743,7.83485070004965
35,300,161.25,0.311957900280434,7.90187780885122
35,300,161.875,0.313373805823554,7.96893846046191
35,300,162.5,0.314805429245722,8.03603572116288
35,300,163.125,0.316252911431826,8.10317267112988
35,300,163.75,0.317716399935702,8.17035240554613
35,300,164.375,0.319196049090577,8.237578035728
35,300,165,0.320692020125502,8.30485269026481
35,300,165.625,0.322204481287775,8.37217951617328
35,300,166.25,0.32373360797175,8.43956168006809
35,300,166.875,0.325279582854051,8.50700236934908
35,300,167.5,0.326842596035501,8.57450479340647
35,300,168.125,0.328422845189889,8.64207218484497
35,300,168.75,0.330020535719862,8.7097078007279
35,300,169.375,0.331635880920174,8.77741492384254
35,300,170,0.333269102148505,8.84519686398765
35,300,170.625,0.334920429004155,8.91305695928461
35,300,171.25,0.336590099514873,8.98099857751313
35,300,171.875,0.338278360332043,9.04902511747311
35,300,172.5,0.339985466934713,9.11714001037356
35,300,173.125,0.341711683842645,9.18534672125041
35,300,173.75,0.343457284838695,9.2536487504141
35,300,174.375,0.345222553201082,9.32204963492888
35,300,175,0.347007781945721,9.39055295012492
35,300,175.625,0.348813274079148,9.45916231114514
35,300,176.25,0.350639342862406,9.52788137452803
35,300,176.875,0.352486312086363,9.59671383982851
35,300,177.5,0.354354516358969,9.66566345127824
35,300,178.125,0.356244301404854,9.73473399948749
35,300,178.75,0.358156024377921,9.80392932319022
35,300,179.375,0.360090054187422,9.87325331103454
35,300,180,0.362046771838081,9.94270990342052
35,300,180.625,0.364026570785014,10.0123030943875
35,300,181.25,0.366029857303931,10.0820369335531
35,300,181.875,0.368057050877499,10.1519155281065
35,300,182.5,0.370108584598475,10.2219430448581
35,300,183.125,0.372184905590506,10.2921237123484
35,300,183.75,0.374286475447262,10.3624618230184
35,300,184.375,0.376413770691069,10.4329617354453
35,300,185,0.378567283251671,10.503627876645
35,300,185.625,0.380747520966322,10.5744647444457
35,300,186.25,0.382955008102202,10.645476909935
35,300,186.875,0.385190285902331,10.716669019985
35,300,187.5,0.387453913156092,10.7880457998573
35,300,188.125,0.389746466795735,10.8596120558937
35,300,188.75,0.392068542520217,10.9313726782946
35,300,189.375,0.394420755447765,11.003332643991
35,300,190,0.396803740798821,11.0754970196128
35,300,190.625,0.399218154610975,11.1478709645595
35,300,191.25,0.401664674487626,11.220459734178
35,300,191.875,0.404144000382435,11.2932686830512
35,300,192.5,0.406656855421425,11.3663032684053
35,300,193.125,0.409203986765079,11.4395690536389
35,300,193.75,0.411786166512709,11.5130717119829
35,300,194.375,0.414404192651717,11.5868170302949
35,300,195,0.417058890054351,11.6608109129976
35,300,195.625,0.419751111525173,11.7350593861659
35,300,196.25,0.422481738902097,11.8095686017735
35,300,196.875,0.425251684214746,11.8843448421042
35,300,197.5,0.428061890903754,11.9593945243395
35,300,198.125,0.430913335105005,12.0347242053297
35,300,198.75,0.433807027003433,12.1103405865607
35,300,199.375,0.436744012260962,12.1862505193248
35,300,200,0.439725373524051,12.2624610101101
35,300,200.625,0.442752232016417,12.3389792262179
35,300,201.25,0.44582574922331,12.4158125016231
35,300,201.875,0.448947128674155,12.4929683430921
35,300,202.5,0.452117617831239,12.5704544365718
35,300,203.125,0.455338510092628,12.6482786538688
35,300,203.75,0.458611146918632,12.7264490596342
35,300,204.375,0.461936920091956,12.8049739186747
35,300,205,0.465317274122715,12.8838617036116
35,300,205.625,0.46875370881099,12.9631211029081
35,300,206.25,0.47224778198075,13.042761029292
35,300,206.875,0.475801112400761,13.1227906285989
35,300,207.5,0.479415382909857,13.2032192890672
35,300,208.125,0.483092343766239,13.2840566511136
35,300,208.75,0.486833816242586,13.3653126176281
35,300,209.375,0.49064169649205,13.4469973648241
35,300,210,0.494517959713117,13.5291213536864
35,300,210.625,0.498464664645078,13.6116953420646
35,300,211.25,0.502483958430637,13.6947303974619
35,300,211.875,0.506578081886912,13.7782379105776
35,300,212.5,0.510749375232273,13.8622296096642
35,300,213.125,0.515000284323659,13.9467175757713
35,300,213.75,0.519333367467002,14.0317142589529
35,300,214.375,0.52375130287359,14.1172324955247
35,300,215,0.528256896846707,14.2032855264708
35,300,215.625,0.532853092796659,14.2898870171064
35,300,216.25,0.537542981199134,14.3770510781218
35,300,216.875,0.542329810631544,14.4647922881441
35,300,217.5,0.547217000045951,14.5531257179746
35,300,218.125,0.552208152466222,14.6420669566787
35,300,218.75,0.557307070331636,14.7316321397286
35,300,219.375,0.562517772752506,14.82183797943
35,300,220,0.567844514994715,14.9127017978908
35,300,220.625,0.573291810574562,15.0042415628328
35,300,221.25,0.578864456423842,15.0964759265869
35,300,221.875,0.58456756168275,15.1894242686622
35,300,222.5,0.590406580799635,15.2831067423407
35,300,223.125,0.596387351768175,15.3775443258113
35,300,223.75,0.602516140523138,15.472758878439
35,300,224.375,0.608799692756345,15.5687732028495
35,300,225,0.615245294719225,15.6656111136123
35,300,225.625,0.621860844967374,15.7632975134182
35,300,226.25,0.628654939501318,15.8618584777718
35,300,226.875,0.635636973400525,15.9613213493551
35,300,227.5,0.642817262881757,16.061714843356
35,300,228.125,0.650207192800477,16.1630691651924
35,300,228.75,0.657819396042001,16.2654161421658
35,300,229.375,0.665667973133534,16.3687893706323
35,300,230,0.673768762912519,16.473224380215
35,300,230.625,0.682139678433515,16.5787588163085
35,300,231.25,0.690801126796693,16.685432641495
35,300,231.875,0.699776537668706,16.7932883552334
35,300,232.5,0.709093033546625,16.9023712288788
35,300,233.125,0.718782286130925,17.0127295490294
35,300,233.75,0.728881618696445,17.1244148551912
35,300,234.375,0.739435435692561,17.2374821458342
35,300,235,0.750497090135993,17.3519900067335
35,300,235.625,0.762131339493744,17.4680005814132
35,300,236.25,0.774417595049374,17.5855792458825
35,300,236.875,0.787454241498505,17.704793752145
35,300,237.5,0.801364393983618,17.8257124387622
35,300,238.125,0.816303562827735,17.9484008232205
35,300,238.75,0.832469784992966,18.0729154069595
35,300,239.375,0.850116776167587,18.1992927016427
35,300,240,0.869570351922969,18.3275301073822
35,300,240.625,0.891247261852356,18.4575530394936
35,300,241.25,0.915672538043105,18.5891593355316
35,300,241.875,0.943484050439145,18.7219277603707
35,300,242.5,0.975396599333887,18.8550750085842
35,300,243.125,1.01206611465415,18.9872549847295
35,300,243.75,1.05374699077653,19.1163429791851
35,300,244.375,1.09961190868228,19.2393883613662
35,300,245,1.14676099135591,19.353176167332
35,300,245.625,1.18955986408424,19.4559483455881
35,300,246.25,1.22080066741054,19.5499596394208
35,300,246.875,1.23545930086673,19.6424590181277
35,300,247.5,1.23430362180335,19.7426230804793
35,300,248.125,1.22325336928774,19.8566085180998
35,300,248.75,1.20932085795093,19.9855723748152
35,300,249.375,1.19747434656067,20.1273343192782
35,300,250,1.19009039448855,20.2787967903578
35,300,250.625,1.18777051934714,20.4373128980837
35,300,251.25,1.19024422740042,20.601044815429
35,300,251.875,1.19693902201692,20.768862115773
35,300,252.5,1.20725602822488,20.9401355772447
35,300,253.125,1.22067583391457,21.1145595262014
35,300,253.75,1.23678451880239,21.2920281083109
35,300,254.375,1.25526790157456,21.472556579809
35,300,255,1.27589602765718,21.6562334419999
35,300,255.625,1.29850684050793,21.8431920665543
35,300,256.25,1.32299209857394,22.0335941926218
35,300,256.875,1.34928618500443,22.2276205391661
35,300,257.5,1.37735757891691,22.4254656588989
35,300,258.125,1.40720251532277,22.6273353229765
35,300,258.75,1.43884036030242,22.8334454238294
35,300,259.375,1.47231030374161,23.0440217980707
35,300,260,1.50766905960114,23.2593006170128
35,300,260.625,1.54498934125861,23.4795291381765
35,300,261.25,1.58435894173849,23.7049666982856
35,300,261.875,1.62588029655142,23.9358858806633
35,300,262.5,1.66967044307056,24.1725738218263
35,300,263.125,1.71586131766969,24.4153336417292
35,300,263.75,1.76460035261484,24.6644859944875
35,300,264.375,1.81605135081244,24.9203707444582
35,300,265,1.87039562940199,25.1833487780569
35,300,265.625,1.92783343392355,25.45380396573
35,300,266.25,1.98858563420923,25.7321452917463
35,300,266.875,2.0528957218917,26.0188091723412
35,300,267.5,2.1210321380122,26.3142619855124
35,300,268.125,2.19329096810094,26.619002838594
35,300,268.75,2.26999905171043,26.9335666027525
35,300,269.375,2.35151756412383,27.258527246829
35,300,270,2.43824614027687,27.5945015065471
35,300,270.625,2.53062762531544,27.9421529290615
35,300,271.25,2.62915355323704,28.3021963371341
35,300,271.875,2.73437047541827,28.6754027618883
35,300,272.5,2.84688728535347,29.0626048980578
35,300,273.125,2.967383715653,29.4647031408038
35,300,273.75,3.0966202195723,29.8826722683575
35,300,274.375,3.2354494936825,30.3175688396567
35,300,275,3.38482995280737,30.7705393803432
35,300,275.625,3.5458415356417,31.2428294332742
35,300,276.25,3.71970430285238,31.7357935500519
35,300,276.875,3.90780039318976,32.2509062964359
35,300,277.5,4.11170003265002,32.7897743345979
35,300,278.125,4.33319245402914,33.3541496256341
35,300,278.75,4.57432278833088,33.9459437616153
35,300,279.375,4.8374362470914,34.5672433804438
35,300,280,5.12523124084011,35.2203265281816
35,300,280.625,5.44082349310836,35.9076796965336
35,300,281.25,5.78782373676351,36.6320150544996
35,300,281.875,6.17043225229074,37.3962870783276
35,300,282.5,6.59355436721061,38.2037073115247
35,300,283.125,7.0629421341301,39.0577552803048
35,300,283.75,7.5853688063477,39.9621825349355
35,300,284.375,8.16884451155622,40.9210052118125
