"InsetL [um]","ResFreq [GHz]","Freq [GHz]","ang_deg(Z(1,1)) []","mag(Z(1,1)) []"
25,300,125,1.5112419760921,4.3649963157626
25,300,125.625,1.51204495788221,4.4371055157613
25,300,126.25,1.51281903844284,4.50910108366496
25,300,126.875,1.51356562030825,4.5809862782443
25,300,127.5,1.51428601465962,4.65276433847346
25,300,128.125,1.51498144870293,4.7244384838231
25,300,128.75,1.5156530723389,4.79601191461285
25,300,129.375,1.51630196420324,4.86748781241562
25,300,130,1.51692913714548,4.93886934050693
25,300,130.625,1.51753554320652,5.01015964435379
25,300,131.25,1.51812207814762,5.08136185213792
25,300,131.875,1.51868958557748,5.15247907530911
25,300,132.5,1.51923886071843,5.22351440916501
25,300,133.125,1.51977065384811,5.29447093345399
25,300,133.75,1.5202856734488,5.36535171299845
25,300,134.375,1.52078458909324,5.43615979833585
25,300,135,1.52126803409209,5.50689822637567
25,300,135.625,1.52173660792598,5.57757002107032
25,300,136.25,1.52219087848219,5.64817819409836
25,300,136.875,1.52263138411424,5.71872574555891
25,300,137.5,1.52305863554038,5.78921566467586
25,300,138.125,1.52347311759579,5.85965093051111
25,300,138.75,1.52387529085119,5.93003451268584
25,300,139.375,1.52426559310991,6.00036937210926
25,300,140,1.52464444079378,6.07065846171424
25,300,140.625,1.52501223022743,6.14090472719924
25,300,141.25,1.52536933882964,6.21111110777639
25,300,141.875,1.52571612621949,6.28128053692522
25,300,142.5,1.52605293524423,6.35141594315205
25,300,143.125,1.52638009293554,6.42152025075463
25,300,143.75,1.52669791139961,6.4915963805923
25,300,144.375,1.52700668864665,6.56164725086135
25,300,145,1.5273067093643,6.63167577787574
25,300,145.625,1.52759824563955,6.70168487685333
25,300,146.25,1.52788155763299,6.77167746270756
25,300,146.875,1.52815689420906,6.84165645084493
25,300,147.5,1.52842449352562,6.91162475796834
25,300,148.125,1.52868458358588,6.98158530288662
25,300,148.75,1.52893738275538,7.05154100733036
25,300,149.375,1.52918310024669,7.12149479677459
25,300,150,1.52942193657402,7.1914496012683
25,300,150.625,1.52965408398001,7.26140835627145
25,300,151.25,1.52987972683653,7.33137400349959
25,300,151.875,1.53009904202142,7.4013494917767
25,300,152.5,1.53031219927272,7.47133777789644
25,300,153.125,1.53051936152203,7.54134182749248
25,300,153.75,1.53072068520833,7.61136461591816
25,300,154.375,1.53091632057355,7.68140912913608
25,300,155,1.53110641194122,7.75147836461818
25,300,155.625,1.53129109797909,7.82157533225658
