"InsetL [um]","ResFreq [GHz]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
70,300,125,0.239363429171284,3.11881207477744
70,300,125.625,0.240141446828261,3.18369089112203
70,300,126.25,0.240917903681305,3.24837278680492
70,300,126.875,0.241692940460406,3.31286157874788
70,300,127.5,0.242466695774357,3.37716102080353
70,300,128.125,0.243239306198004,3.44127480549022
70,300,128.75,0.244010906357397,3.50520656568117
70,300,129.375,0.244781629012775,3.56895987624941
70,300,130,0.2455516051396,3.63253825567043
70,300,130.625,0.246320964007774,3.69594516758389
70,300,131.25,0.247089833259044,3.75918402231601
70,300,131.875,0.247858338982797,3.82225817836409
70,300,132.5,0.248626605790244,3.88517094384456
70,300,133.125,0.249394756887223,3.94792557790606
70,300,133.75,0.250162914145553,4.01052529210865
70,300,134.375,0.250931198173176,4.07297325177071
70,300,135,0.251699728383096,4.13527257728455
70,300,135.625,0.252468623061216,4.19742634540215
70,300,136.25,0.253237999433208,4.25943759049195
70,300,136.875,0.25400797373041,4.32130930576818
70,300,137.5,0.254778661254917,4.38304444449349
70,300,138.125,0.255550176443986,4.44464592115621
70,300,138.75,0.256322632933636,4.5061166126232
70,300,139.375,0.257096143621838,4.5674593592693
70,300,140,0.257870820731085,4.62867696608441
70,300,140.625,0.258646775870617,4.68977220375927
70,300,141.25,0.259424120098292,4.75074780975068
70,300,141.875,0.260202963982258,4.81160648932731
70,300,142.5,0.260983417662409,4.87235091659693
70,300,143.125,0.261765590911858,4.932983735516
70,300,143.75,0.26254959319835,4.99350756088242
70,300,144.375,0.263335533745852,5.05392497931245
70,300,145,0.264123521596317,5.11423855020256
70,300,145.625,0.264913665671756,5.17445080667713
70,300,146.25,0.265706074836723,5.23456425652274
70,300,146.875,0.266500857961259,5.2945813831101
70,300,147.5,0.267298123984476,5.35450464630419
70,300,148.125,0.268097981978849,5.41433648336359
70,300,148.75,0.268900541215272,5.47407930982986
70,300,149.375,0.269705911229126,5.5337355204077
70,300,150,0.270514201887333,5.59330748983671
70,300,150.625,0.27132552345664,5.65279757375575
70,300,151.25,0.272139986673169,5.71220810956046
70,300,151.875,0.272957702813455,5.77154141725505
70,300,152.5,0.27377878376708,5.83079980029911
70,300,153.125,0.274603342111015,5.88998554645019
70,300,153.75,0.275431491185914,5.94910092860328
70,300,154.375,0.27626334517451,6.00814820562785
70,300,155,0.277099019182209,6.06712962320351
70,300,155.625,0.277938629320249,6.12604741465519
70,300,156.25,0.278782292791423,6.1849038017888
70,300,156.875,0.279630127978788,6.24370099572832
70,300,157.5,0.280482254537471,6.30244119775552
70,300,158.125,0.281338793489817,6.3611266001531
70,300,158.75,0.282199867324299,6.41975938705264
70,300,159.375,0.28306560009828,6.47834173528826
70,300,160,0.283936117545089,6.53687581525743
70,300,160.625,0.284811547185716,6.59536379178997
70,300,161.25,0.285692018445443,6.65380782502666
70,300,161.875,0.286577662775896,6.71221007130888
70,300,162.5,0.287468613782866,6.77057268408066
70,300,163.125,0.288365007360401,6.82889781480471
70,300,163.75,0.289266981831701,6.88718761389403
70,300,164.375,0.290174678097289,6.94544423166094
70,300,165,0.291088239791184,7.00366981928519
70,300,165.625,0.292007813445543,7.06186652980325
70,300,166.25,0.292933548664718,7.12003651912079
70,300,166.875,0.293865598309303,7.17818194705063
70,300,167.5,0.294804118691064,7.2363049783785
70,300,168.125,0.295749269779883,7.29440778395922
70,300,168.75,0.296701215423413,7.35249254184601
70,300,169.375,0.297660123580857,7.41056143845599
70,300,170,0.298626166571949,7.46861666977495
70,300,170.625,0.299599521342568,7.52666044260493
70,300,171.25,0.300580369748482,7.58469497585844
70,300,171.875,0.30156889885891,7.64272250190315
70,300,172.5,0.302565301281654,7.70074526796177
70,300,173.125,0.30356977551204,7.75876553757174
70,300,173.75,0.304582526307698,7.8167855921099
70,300,174.375,0.305603765091862,7.87480773238819
70,300,175,0.30663371038802,7.93283428032621
70,300,175.625,0.307672588288902,7.99086758070784
70,300,176.25,0.308720632963408,8.04891000302919
70,300,176.875,0.309778087205381,8.10696394344631
70,300,177.5,0.310845203028574,8.16503182683158
70,300,178.125,0.311922242312731,8.22311610894887
70,300,178.75,0.313009477506302,8.28121927875852
70,300,179.375,0.314107192392005,8.33934386086421
70,300,180,0.315215682922281,8.39749241811538
70,300,180.625,0.316335258132485,8.45566755438009
70,300,181.25,0.317466241140821,8.51387191750488
70,300,181.875,0.31860897024519,8.57210820248028
70,300,182.5,0.319763800128432,8.63037915483246
70,300,183.125,0.320931103185156,8.68868757426406
70,300,183.75,0.322111270985094,8.7470363185699
70,300,184.375,0.323304715890067,8.80542830785646
70,300,185,0.324511872844223,8.86386652909734
70,300,185.625,0.325733201359999,8.9223540410611
70,300,186.25,0.326969187725616,8.98089397965235
70,300,186.875,0.32822034746397,9.03948956371235
70,300,187.5,0.329487228077395,9.09814410133112
70,300,188.125,0.330770412118037,9.15686099673024
70,300,188.75,0.332070520630317,9.21564375778345
70,300,189.375,0.333388217019257,9.27449600425106
70,300,190,0.334724211407575,9.33342147681521
70,300,190.625,0.336079265555291,9.39242404701503
70,300,191.25,0.337454198427966,9.45150772819505
70,300,191.875,0.338849892515455,9.51067668759702
70,300,192.5,0.34026730102098,9.56993525974457
70,300,193.125,0.341707456062644,9.62928796129267
70,300,193.75,0.343171478056075,9.68873950754067
70,300,194.375,0.344660586479191,9.74829483083875
70,300,195,0.346176112259582,9.80795910115429
70,300,195.625,0.347719512072943,9.86773774910813
70,300,196.25,0.349292384899916,9.9276364918417
70,300,196.875,0.350896491261552,9.98766136213714
70,300,197.5,0.352533775643241,10.0478187412842
70,300,198.125,0.354206392728462,10.1081153962742
70,300,198.75,0.355916738203201,10.1685585220032
70,300,199.375,0.357667485066268,10.2291557892905
70,300,200,0.359461626600864,10.2899153996636
70,300,200.625,0.361302527441522,10.3508461480389
70,300,201.25,0.363193984525414,10.411957494639
70,300,201.875,0.365140300171725,10.4732596477401
70,300,202.5,0.367146370118455,10.5347636591528
70,300,203.125,0.36921779010515,10.5964815347044
70,300,203.75,0.371360985580183,10.6584263624339
70,300,204.375,0.373583370411479,10.7206124617364
70,300,205,0.375893542198531,10.7830555573206
70,300,205.625,0.378301524073045,10.8457729825755
70,300,206.25,0.380819065947073,10.9087839177939
70,300,206.875,0.383460022321208,10.9721096696527
70,300,207.5,0.386240829427761,11.0357739993774
70,300,208.125,0.389181112267487,11.0998035080338
70,300,208.75,0.392304462891008,11.1642280882062
70,300,209.375,0.395639446373316,11.2290814515989
70,300,210,0.399220912237658,11.2944017411514
70,300,210.625,0.403091719430956,11.3602322328566
70,300,211.25,0.40730502654832,11.4266221243076
70,300,211.875,0.411927362156894,11.4936273898541
70,300,212.5,0.417042782221122,11.5613116483382
70,300,213.125,0.422758556842938,11.6297469242403
70,300,213.75,0.429213027401124,11.699014059697
70,300,214.375,0.436586566776213,11.7692023022631
70,300,215,0.44511699735913,11.8404071543524
70,300,215.625,0.455121412588177,11.9127247384341
70,300,216.25,0.46702711402264,11.9862393473179
70,300,216.875,0.481415180779794,12.0609978194535
70,300,217.5,0.49908042232154,12.1369586039666
70,300,218.125,0.521109117618987,12.2138925581058
70,300,218.75,0.548965118510925,12.2911932332479
70,300,219.375,0.584539772650012,12.3675244279663
70,300,220,0.630024237136837,12.4402045237722
70,300,220.625,0.68723822095382,12.5042792345882
70,300,221.25,0.755690254927369,12.5516456307326
70,300,221.875,0.828707417578617,12.5719047938377
70,300,222.5,0.889565039452728,12.5583668261075
70,300,223.125,0.915618699157926,12.5191957153742
70,300,223.75,0.895396773147614,12.4801574772736
70,300,224.375,0.840289843996741,12.4670197391609
70,300,225,0.772842221401003,12.4880006649771
70,300,225.625,0.709733619035909,12.5365258098817
70,300,226.25,0.657669030285276,12.6023004604493
70,300,226.875,0.617204315621522,12.6772766860711
70,300,227.5,0.586579340018619,12.7565157916958
70,300,228.125,0.563646121390219,12.8373322331149
70,300,228.75,0.546541539266255,12.9183796126007
70,300,229.375,0.533819526818949,12.9990412587125
70,300,230,0.524405059165709,13.0790800428123
70,300,230.625,0.517510722417839,13.1584491453155
70,300,231.25,0.512560639005604,13.2371926687354
70,300,231.875,0.509131510042162,13.3153943378171
70,300,232.5,0.506909630166143,13.3931515133101
70,300,233.125,0.505660291049467,13.4705624408522
70,300,233.75,0.505206158067038,13.5477203827217
70,300,234.375,0.50541196787836,13.6247112933889
70,300,235,0.506173636066032,13.7016132810271
70,300,235.625,0.507410440464826,13.7784969299233
70,300,236.25,0.509059359369471,13.8554259997726
70,300,236.875,0.511070930497074,13.9324582525291
70,300,237.5,0.513406192586797,14.0096462826109
70,300,238.125,0.516034405054377,14.087038292746
70,300,238.75,0.51893133228588,14.1646787926751
70,300,239.375,0.522077941727625,14.2426092158109
70,300,240,0.525459408184645,14.3208684576623
70,300,240.625,0.529064346886852,14.399493343635
70,300,241.25,0.532884219076949,14.4785190350496
70,300,241.875,0.536912868909699,14.5579793821667
70,300,242.5,0.54114616121267,14.6379072323476
70,300,243.125,0.545581697431494,14.7183347005882
70,300,243.75,0.550218592743541,14.7992934087353
70,300,244.375,0.555057301485429,14.8808146988134
70,300,245,0.560099481123273,14.9629298251032
70,300,245.625,0.565347887299175,15.0456701289325
70,300,246.25,0.570806294224908,15.1290671995576
70,300,246.875,0.576479436014143,15.2131530240303
70,300,247.5,0.582372965557433,15.2979601285396
70,300,248.125,0.588493428328118,15.3835217133906
70,300,248.75,0.594848249120417,15.4698717835101
70,300,249.375,0.601445730205872,15.5570452761534
70,300,250,0.608295059782526,15.6450781873144
70,300,250.625,0.615406329907489,15.7340076982057
70,300,251.25,0.622790563364471,15.8238723030736
70,300,251.875,0.630459749139206,15.9147119395378
70,300,252.5,0.638426886366455,16.0065681225956
70,300,253.125,0.646706036782611,16.0994840834018
70,300,253.75,0.655312385873091,16.1935049139266
70,300,254.375,0.664262313051045,16.2886777186002
70,300,255,0.673573471346876,16.3850517740807
70,300,255.625,0.683264877231682,16.4826786983223
70,300,256.25,0.693357011345659,16.5816126301767
70,300,256.875,0.703871931058633,16.6819104208349
70,300,257.5,0.714833395957615,16.7836318385065
70,300,258.125,0.726267007539717,16.8868397878394
70,300,258.75,0.73820036459224,16.9916005457062
70,300,259.375,0.750663235968742,17.0979840151309
70,300,260,0.763687752727116,17.2060639992923
70,300,260.625,0.77730862188717,17.3159184977299
70,300,261.25,0.791563364398754,17.4276300270918
70,300,261.875,0.806492580294371,17.5412859690085
70,300,262.5,0.822140244441527,17.6569789479485
70,300,263.125,0.83855403682067,17.7748072422225
70,300,263.75,0.855785711847259,17.8948752316516
70,300,264.375,0.873891511946154,18.0172938858087
70,300,265,0.892932631391719,18.1421812971841
70,300,265.625,0.912975737369719,18.2696632641254
70,300,266.25,0.934093556322766,18.3998739289607
70,300,266.875,0.956365534942907,18.5329564773448
70,300,267.5,0.979878586710405,18.6690639055725
70,300,268.125,1.00472793669419,18.8083598633939
70,300,268.75,1.03101807948444,18.9510195807544
70,300,269.375,1.05886386769058,19.0972308878638
70,300,270,1.08839175149518,19.2471953391017
70,300,270.625,1.11974119341115,19.4011294524787
70,300,271.25,1.15306628677717,19.5592660777121
70,300,271.875,1.18853761180529,19.7218559074362
70,300,272.5,1.22634436936689,19.889169147651
70,300,273.125,1.2666968404184,20.0614973651956
70,300,273.75,1.30982922833893,20.2391555318007
70,300,274.375,1.35600295287201,20.4224842860564
70,300,275,1.4055104783252,20.6118524363716
70,300,275.625,1.45867977581085,20.8076597295399
70,300,276.25,1.51587954039618,21.010339910698
70,300,276.875,1.57752531007795,21.2203641009372
70,300,277.5,1.64408666578434,21.4382445181942
70,300,278.125,1.71609573177164,21.6645385646203
70,300,278.75,1.79415724592154,21.8998532984744
70,300,279.375,1.87896053224944,22.1448502992719
70,300,280,1.97129378686914,22.4002509194074
70,300,280.625,2.07206118818798,22.6668418907181
70,300,281.25,2.18230346797746,22.9454812160564
70,300,281.875,2.30322273957661,23.237104217394
70,300,282.5,2.43621258233701,23.5427295237297
70,300,283.125,2.58289463962715,23.8634646500098
70,300,283.75,2.74516331661218,24.2005106214867
70,300,284.375,2.92524058270194,24.5551648053582
70,300,285,3.12574341520339,24.9288206767378
70,300,285.625,3.34976709229172,25.3229625995
70,300,286.25,3.60098838386042,25.7391527397971
70,300,286.875,3.88379372400237,26.1790057935115
70,300,287.5,4.20343869007678,26.6441450607042
70,300,288.125,4.56624653274519,27.1361301811297
70,300,288.75,4.97985498272818,27.656342014701
70,300,289.375,5.45352180127332,28.2058029023258
70,300,290,5.99849986705873,28.7848996886236
70,300,290.625,6.62849059835985,29.3929607308446
70,300,291.25,7.36017740162896,30.0276143546689
70,300,291.875,8.2138232319228,30.6838220453491
70,300,292.5,9.21387817721339,31.3524325274447
70,300,293.125,10.3894660659266,32.0180429386628
70,300,293.75,11.7744723272284,32.6558899750284
70,300,294.375,13.4066900505736,33.2274615029182
70,300,295,15.3250346951303,33.6746100358484
70,300,295.625,17.563169738352,33.9123737779435
70,300,296.25,20.137107555248,33.8218722129011
70,300,296.875,23.0240564144893,33.2471259931219
70,300,297.5,26.1316262198744,32.0037572721341
70,300,298.125,29.2634566406798,29.9116432564207
70,300,298.75,32.1014174729589,26.8612860028805
70,300,299.375,34.2387909376954,22.9038397346775
70,300,300,35.2890870062052,18.3162967970797
70,300,300.625,35.0392447512965,13.5717787277875
70,300,301.25,33.5505568578907,9.19523022447924
70,300,301.875,31.1270707480769,5.58559048291145
70,300,302.5,28.1782658182867,2.91893102849716
70,300,303.125,25.0778012244272,1.16818146842431
70,300,303.75,22.0894210380013,0.186775530817779
70,300,304.375,19.3606774181701,-0.209447879513443
70,300,305,16.9509177422815,-0.191835176451357
70,300,305.625,14.8648530101434,0.10150472950247
70,300,306.25,13.0788095521568,0.568115975271347
70,300,306.875,11.5575112081495,1.1358907490942
70,300,307.5,10.2634317045197,1.75590211769562
70,300,308.125,9.16136651630258,2.39590043033394
70,300,308.75,8.2202710957459,3.0352117708448
70,300,309.375,7.41367516877455,3.6610147637824
70,300,310,6.71942849340032,4.26572959770861
70,300,310.625,6.11918292537242,4.84522898003521
70,300,311.25,5.5978133296419,5.39762922576598
70,300,311.875,5.14286996236389,5.92248051328952
70,300,312.5,4.74409817456214,6.42022789213134
70,300,313.125,4.39303356817131,6.89185449921051
70,300,313.75,4.08266828863417,7.33864688365137
70,300,314.375,3.80717941477754,7.76204198130211
70,300,315,3.56170939626056,8.16352860579036
70,300,315.625,3.34218912173073,8.54458528120824
70,300,316.25,3.14519544366522,8.90664223893514
