"InsetL [um]","ResFreq [GHz]","Freq [GHz]","dB(S(1,1)) []"
35,300,208.75,-0.157867034762697
35,300,209.375,-0.158971882160638
35,300,210,-0.160095560143148
35,300,210.625,-0.161238625845588
35,300,211.25,-0.162401660142707
35,300,211.875,-0.163585269077333
35,300,212.5,-0.164790085416491
35,300,213.125,-0.166016770350663
35,300,213.75,-0.167266015354307
35,300,214.375,-0.168538544228745
35,300,215,-0.169835115351913
35,300,215.625,-0.171156524163546
35,300,216.25,-0.172503605919373
35,300,216.875,-0.173877238753679
35,300,217.5,-0.175278347096777
35,300,218.125,-0.176707905502501
35,300,218.75,-0.178166942951123
35,300,219.375,-0.179656547706025
35,300,220,-0.181177872817727
35,300,220.625,-0.182732142388102
35,300,221.25,-0.18432065873105
35,300,221.875,-0.185944810595068
35,300,222.5,-0.187606082649436
35,300,223.125,-0.189306066481012
35,300,223.75,-0.191046473405699
35,300,224.375,-0.192829149470524
35,300,225,-0.194656093113585
35,300,225.625,-0.196529476065552
35,300,226.25,-0.19845166822588
35,300,226.875,-0.200425267439513
35,300,227.5,-0.202453135349859
35,300,228.125,-0.204538440829881
35,300,228.75,-0.206684712921403
35,300,229.375,-0.208895905777907
35,300,230,-0.211176478857371
35,300,230.625,-0.213531496615852
35,300,231.25,-0.215966753303175
35,300,231.875,-0.218488930289181
35,300,232.5,-0.221105795834498
35,300,233.125,-0.223826460617049
35,300,233.75,-0.226661706987044
35,300,234.375,-0.22962441633388
35,300,235,-0.23273012776191
35,300,235.625,-0.235997773336482
35,300,236.25,-0.239450651493631
35,300,236.875,-0.243117721810854
35,300,237.5,-0.247035331620796
35,300,238.125,-0.251249516138702
35,300,238.75,-0.255819040933327
35,300,239.375,-0.260819355071537
35,300,240,-0.266347533684849
35,300,240.625,-0.272527961426492
35,300,241.25,-0.279517603449518
35,300,241.875,-0.287507502395057
35,300,242.5,-0.296712253617855
35,300,243.125,-0.307329700854208
35,300,243.75,-0.319438777196766
35,300,244.375,-0.332795965373389
35,300,245,-0.346537107484328
35,300,245.625,-0.358973988916255
35,300,246.25,-0.367934027135071
35,300,246.875,-0.371884596422637
35,300,247.5,-0.371029116284748
35,300,248.125,-0.367133064576814
35,300,248.75,-0.362307253664258
35,300,249.375,-0.358054878308749
35,300,250,-0.355098161971327
35,300,250.625,-0.353621398811378
35,300,251.25,-0.353543268782519
35,300,251.875,-0.354689556996796
35,300,252.5,-0.356876961904433
35,300,253.125,-0.359945419834236
35,300,253.75,-0.363766155560186
35,300,254.375,-0.368240029861586
35,300,255,-0.373292880619979
35,300,255.625,-0.378870584121329
35,300,256.25,-0.384934774790614
35,300,256.875,-0.391459425396363
35,300,257.5,-0.398428220921059
35,300,258.125,-0.40583258440836
35,300,258.75,-0.413670211908154
35,300,259.375,-0.421943995896359
35,300,260,-0.430661242609052
35,300,260.625,-0.439833111831626
35,300,261.25,-0.449474226194376
35,300,261.875,-0.459602411188106
35,300,262.5,-0.470238537712848
35,300,263.125,-0.481406446834319
35,300,263.75,-0.493132942250056
35,300,264.375,-0.505447840310095
35,300,265,-0.518384070709898
35,300,265.625,-0.531977823481742
35,300,266.25,-0.546268739877808
35,300,266.875,-0.561300146328528
35,300,267.5,-0.577119331993113
35,300,268.125,-0.593777871586934
35,300,268.75,-0.611331996240805
35,300,269.375,-0.629843016175001
35,300,270,-0.649377800000668
35,300,270.625,-0.670009316530874
35,300,271.25,-0.691817246128244
35,300,271.875,-0.714888669868212
35,300,272.5,-0.739318846190359
35,300,273.125,-0.765212086278684
35,300,273.75,-0.792682741193278
35,300,274.375,-0.821856315810205
35,300,275,-0.852870726960097
35,300,275.625,-0.88587772583907
35,300,276.25,-0.921044507855734
35,300,276.875,-0.958555536639162
35,300,277.5,-0.998614613036815
35,300,278.125,-1.04144722465671
35,300,278.75,-1.08730321694152
35,300,279.375,-1.13645983299396
35,300,280,-1.18922517649696
35,300,280.625,-1.24594216017856
35,300,281.25,-1.30699301143886
35,300,281.875,-1.37280441703634
35,300,282.5,-1.44385340012823
35,300,283.125,-1.52067403539533
35,300,283.75,-1.60386512124531
35,300,284.375,-1.69409894175473
35,300,285,-1.79213126432447
35,300,285.625,-1.89881273071419
35,300,286.25,-2.01510180712103
35,300,286.875,-2.14207945997057
35,300,287.5,-2.28096571285324
35,300,288.125,-2.43313820827874
35,300,288.75,-2.60015283246966
35,300,289.375,-2.78376634120681
35,300,290,-2.98596071568017
35,300,290.625,-3.20896862346384
35,300,291.25,-3.45529876799378
35,300,291.875,-3.7277589228123
35,300,292.5,-4.02947279416646
35,300,293.125,-4.36388406785072
35,300,293.75,-4.73473625028957
35,300,294.375,-5.14600876122549
35,300,295,-5.60177564129158
35,300,295.625,-6.10592886257444
35,300,296.25,-6.66166653675361
35,300,296.875,-7.27057732557183
35,300,297.5,-7.93104707559258
35,300,298.125,-8.63558394277773
35,300,298.75,-9.36660406753916
35,300,299.375,-10.0906000273429
35,300,300,-10.7522842079
35,300,300.625,-11.2742035570017
35,300,301.25,-11.5713115984652
35,300,301.875,-11.5840001646018
35,300,302.5,-11.3105176289905
35,300,303.125,-10.8079869215657
35,300,303.75,-10.16093599855
35,300,304.375,-9.44761091288571
35,300,305,-8.72441396721909
35,300,305.625,-8.02576960875797
35,300,306.25,-7.36987761894739
35,300,306.875,-6.76460660013968
35,300,307.5,-6.21179375426982
35,300,308.125,-5.70998466250996
35,300,308.75,-5.25606742926288
35,300,309.375,-4.84621151341295
35,300,310,-4.47639187852053
35,300,310.625,-4.14267180924633
35,300,311.25,-3.84134696265665
35,300,311.875,-3.56901031994502
35,300,312.5,-3.322572589547
35,300,313.125,-3.09925808814187
35,300,313.75,-2.89658773064157
35,300,314.375,-2.71235588147668
35,300,315,-2.54460496184275
35,300,315.625,-2.39160002031841
35,300,316.25,-2.2518044719672
35,300,316.875,-2.12385761433622
35,300,317.5,-2.00655417502585
35,300,318.125,-1.89882593874481
35,300,318.75,-1.79972538454619
35,300,319.375,-1.70841120141779
35,300,320,-1.62413552118008
35,300,320.625,-1.54623269846102
35,300,321.25,-1.47410947008977
35,300,321.875,-1.40723633540172
35,300,322.5,-1.3451400114453
35,300,323.125,-1.28739683093303
35,300,323.75,-1.23362696478165
35,300,324.375,-1.18348936453513
35,300,325,-1.13667733248188
35,300,325.625,-1.09291463868244
35,300,326.25,-1.0519521143646
35,300,326.875,-1.01356466024059
35,300,327.5,-0.977548616320097
35,300,328.125,-0.943719446821009
35,300,328.75,-0.911909699912832
35,300,329.375,-0.881967207362357
35,300,330,-0.85375349378038
35,300,330.625,-0.827142369178935
35,300,331.25,-0.802018682019195
35,300,331.875,-0.778277212931192
35,300,332.5,-0.755821691880806
35,300,333.125,-0.734563923801827
35,300,333.75,-0.714423009649245
35,300,334.375,-0.695324651506446
35,300,335,-0.677200531829211
35,300,335.625,-0.659987758165304
35,300,336.25,-0.643628365776372
35,300,336.875,-0.628068871532432
35,300,337.5,-0.613259873268073
35,300,338.125,-0.599155689501176
35,300,338.75,-0.58571403503348
35,300,339.375,-0.572895728491484
35,300,340,-0.560664428335487
35,300,340.625,-0.548986394274628
35,300,341.25,-0.537830271383669
35,300,341.875,-0.52716689453059
35,300,342.5,-0.516969110998207
35,300,343.125,-0.507211619423643
35,300,343.75,-0.497870823390434
35,300,344.375,-0.4889246981937
35,300,345,-0.480352669462085
35,300,345.625,-0.47213550246395
35,300,346.25,-0.464255201052229
35,300,346.875,-0.456694915314471
35,300,347.5,-0.449438857093569
35,300,348.125,-0.442472222632513
35,300,348.75,-0.435781121674116
35,300,349.375,-0.429352512415744
35,300,350,-0.423174141780304
35,300,350.625,-0.417234490519248
35,300,351.25,-0.41152272271185
35,300,351.875,-0.406028639268277
35,300,352.5,-0.400742635082567
35,300,353.125,-0.395655659516041
35,300,353.75,-0.39075917992256
35,300,354.375,-0.386045147954593
35,300,355,-0.381505968413779
35,300,355.625,-0.377134470431835
35,300,356.25,-0.372923880787643
35,300,356.875,-0.36886779918412
35,300,357.5,-0.364960175324685
35,300,358.125,-0.361195287643618
35,300,358.75,-0.357567723557604
35,300,359.375,-0.354072361117676
35,300,360,-0.350704351951283
35,300,360.625,-0.34745910539396
35,300,361.25,-0.344332273718711
35,300,361.875,-0.341319738379149
35,300,362.5,-0.338417597189551
35,300,363.125,-0.335622152371533
35,300,363.75,-0.332929899402855
35,300,364.375,-0.330337516609305
35,300,365,-0.32784185544544
35,300,365.625,-0.325439931414381
35,300,366.25,-0.323128915580909
35,300,366.875,-0.320906126635831
35,300,367.5,-0.318769023472876
35,300,368.125,-0.316715198242493
35,300,368.75,-0.314742369849676
35,300,369.375,-0.312848377865623
35,300,370,-0.311031176825241
35,300,370.625,-0.309288830884696
35,300,371.25,-0.307619508815301
35,300,371.875,-0.30602147931164
35,300,372.5,-0.304493106593649
35,300,373.125,-0.303032846283828
35,300,373.75,-0.301639241542157
35,300,374.375,-0.300310919442608
35,300,375,-0.299046587576328
40,300,125,-0.0859285823186741
40,300,125.625,-0.0862035035138479
40,300,126.25,-0.0864794318733709
40,300,126.875,-0.0867563937661339
40,300,127.5,-0.0870344154532876
40,300,128.125,-0.08731352310299
40,300,128.75,-0.0875937428051077
40,300,129.375,-0.0878751005859072
40,300,130,-0.0881576224227564
40,300,130.625,-0.0884413342588792
40,300,131.25,-0.0887262620182017
40,300,131.875,-0.0890124316203068
40,300,132.5,-0.089299868995572
40,300,133.125,-0.0895886001004942
40,300,133.75,-0.0898786509332581
40,300,134.375,-0.0901700475496173
40,300,135,-0.0904628160790907
40,300,135.625,-0.0907569827415725
40,300,136.25,-0.091052573864373
40,300,136.875,-0.09134961589977
40,300,137.5,-0.09164813544314
40,300,138.125,-0.0919481592516887
40,300,138.75,-0.0922497142639363
40,300,139.375,-0.0925528276199262
40,300,140,-0.0928575266823502
40,300,140.625,-0.0931638390585623
40,300,141.25,-0.0934717926236779
40,300,141.875,-0.0937814155447758
40,300,142.5,-0.094092736306359
40,300,143.125,-0.0944057837371518
40,300,143.75,-0.0947205870383672
40,300,144.375,-0.0950371758135633
40,300,145,-0.0953555801002417
40,300,145.625,-0.0956758304032689
40,300,146.25,-0.0959979577303615
40,300,146.875,-0.0963219936297043
40,300,147.5,-0.0966479702299103
40,300,148.125,-0.0969759202824859
40,300,148.75,-0.0973058772069786
40,300,149.375,-0.0976378751390018
40,300,150,-0.0979719489813208
40,300,150.625,-0.0983081344582017
40,300,151.25,-0.0986464681732373
40,300,151.875,-0.0989869876708393
40,300,152.5,-0.099329731501649
40,300,153.125,-0.0996747392920208
40,300,153.75,-0.100022051817841
40,300,154.375,-0.10037171108285
40,300,155,-0.100723760401704
40,300,155.625,-0.101078244487913
40,300,156.25,-0.101435209546871
40,300,156.875,-0.101794703374102
40,300,157.5,-0.102156775458851
40,300,158.125,-0.102521477093101
40,300,158.75,-0.102888861486078
40,300,159.375,-0.103258983884217
40,300,160,-0.103631901696568
40,300,160.625,-0.104007674625453
40,300,161.25,-0.104386364802238
40,300,161.875,-0.104768036927854
40,300,162.5,-0.105152758417711
40,300,163.125,-0.105540599550474
40,300,163.75,-0.105931633620059
40,300,164.375,-0.106325937090065
40,300,165,-0.106723589749697
40,300,165.625,-0.107124674870107
40,300,166.25,-0.107529279359846
40,300,166.875,-0.107937493917997
40,300,167.5,-0.108349413183333
40,300,168.125,-0.108765135877657
40,300,168.75,-0.109184764941324
40,300,169.375,-0.109608407658705
40,300,170,-0.110036175771275
40,300,170.625,-0.110468185575722
40,300,171.25,-0.110904558004504
40,300,171.875,-0.111345418686102
40,300,172.5,-0.111790897982171
40,300,173.125,-0.112241130998872
40,300,173.75,-0.112696257569685
40,300,174.375,-0.113156422207214
40,300,175,-0.113621774021646
40,300,175.625,-0.11409246660398
40,300,176.25,-0.114568657872433
40,300,176.875,-0.11505050988109
40,300,177.5,-0.115538188590355
40,300,178.125,-0.116031863599616
40,300,178.75,-0.116531707843259
40,300,179.375,-0.117037897252116
40,300,180,-0.11755061038335
40,300,180.625,-0.11807002802279
40,300,181.25,-0.118596332764786
40,300,181.875,-0.119129708575504
40,300,182.5,-0.119670340346734
40,300,183.125,-0.120218413447924
40,300,183.75,-0.120774113284993
40,300,184.375,-0.121337624875042
40,300,185,-0.121909132446415
40,300,185.625,-0.122488819073719
40,300,186.25,-0.123076866357331
40,300,186.875,-0.12367345415659
40,300,187.5,-0.124278760385234
40,300,188.125,-0.124892960876791
40,300,188.75,-0.125516229326581
40,300,189.375,-0.126148737315659
40,300,190,-0.126790654420604
40,300,190.625,-0.12744214841149
40,300,191.25,-0.12810338553874
40,300,191.875,-0.128774530907924
40,300,192.5,-0.12945574894004
40,300,193.125,-0.130147203913229
40,300,193.75,-0.13084906058071
40,300,194.375,-0.131561484858451
40,300,195,-0.132284644575344
40,300,195.625,-0.133018710277961
40,300,196.25,-0.133763856081615
40,300,196.875,-0.134520260559425
40,300,197.5,-0.135288107661272
40,300,198.125,-0.136067587654906
40,300,198.75,-0.136858898082275
40,300,199.375,-0.137662244724833
40,300,200,-0.138477842572824
40,300,200.625,-0.139305916794511
40,300,201.25,-0.140146703702689
40,300,201.875,-0.141000451717094
40,300,202.5,-0.141867422322667
40,300,203.125,-0.142747891025018
40,300,203.75,-0.143642148305735
40,300,204.375,-0.14455050058158
40,300,205,-0.145473271172896
40,300,205.625,-0.146410801287804
40,300,206.25,-0.147363451030141
40,300,206.875,-0.148331600440284
40,300,207.5,-0.149315650579396
40,300,208.125,-0.150316024668964
40,300,208.75,-0.151333169299008
40,300,209.375,-0.152367555719956
40,300,210,-0.153419681234957
40,300,210.625,-0.154490070711586
40,300,211.25,-0.155579278234156
40,300,211.875,-0.156687888920862
40,300,212.5,-0.157816520933202
40,300,213.125,-0.158965827709276
40,300,213.75,-0.160136500457275
40,300,214.375,-0.161329270951471
40,300,215,-0.162544914679978
40,300,215.625,-0.163784254402237
40,300,216.25,-0.165048164184691
40,300,216.875,-0.166337573995927
40,300,217.5,-0.167653474958416
40,300,218.125,-0.168996925373357
40,300,218.75,-0.170369057659189
40,300,219.375,-0.171771086374168
40,300,220,-0.173204317530509
40,300,220.625,-0.174670159454131
40,300,221.25,-0.176170135502434
40,300,221.875,-0.177705899026349
40,300,222.5,-0.179279251056586
40,300,223.125,-0.180892161313518
40,300,223.75,-0.182546793293452
40,300,224.375,-0.184245534381808
40,300,225,-0.185991032200389
40,300,225.625,-0.187786238730898
40,300,226.25,-0.189634464196801
40,300,226.875,-0.191539443267217
40,300,227.5,-0.193505416920095
40,300,228.125,-0.195537234338014
40,300,228.75,-0.197640480606552
40,300,229.375,-0.199821637880369
40,300,230,-0.202088290270771
40,300,230.625,-0.204449386265989
40,300,231.25,-0.206915577412021
40,300,231.875,-0.209499658808889
40,300,232.5,-0.212217146486952
40,300,233.125,-0.215087039985264
40,300,233.75,-0.218132836875376
40,300,234.375,-0.221383891320007
40,300,235,-0.224877242876388
40,300,235.625,-0.228660085662244
40,300,236.25,-0.232793099190711
40,300,236.875,-0.237354907572967
40,300,237.5,-0.242447932136862
40,300,238.125,-0.248205742026331
40,300,238.75,-0.25480140776477
40,300,239.375,-0.262454663527444
40,300,240,-0.271431446206689
40,300,240.625,-0.282019900733563
40,300,241.25,-0.29444886541387
40,300,241.875,-0.30869110614847
40,300,242.5,-0.324099789642753
40,300,243.125,-0.338975978950718
40,300,243.75,-0.350563792962275
40,300,244.375,-0.356179981481236
40,300,245,-0.355078175287156
40,300,245.625,-0.349053489066725
40,300,246.25,-0.341010140027719
40,300,246.875,-0.333272334722701
40,300,247.5,-0.327034505532517
40,300,248.125,-0.322639800086125
40,300,248.75,-0.319999770683614
40,300,249.375,-0.318873335873538
40,300,250,-0.319001620390057
40,300,250.625,-0.320158592869387
40,300,251.25,-0.322162931833884
40,300,251.875,-0.324875035688576
40,300,252.5,-0.328189776000247
40,300,253.125,-0.332029095963328
40,300,253.75,-0.336335753822546
40,300,254.375,-0.341068419167522
40,300,255,-0.346197962483454
40,300,255.625,-0.351704694849855
40,300,256.25,-0.35757633087414
40,300,256.875,-0.363806491068486
40,300,257.5,-0.370393603586617
40,300,258.125,-0.377340101635406
40,300,258.75,-0.38465184090993
40,300,259.375,-0.392337682218284
40,300,260,-0.400409199657521
40,300,260.625,-0.408880485718283
40,300,261.25,-0.417768032680141
40,300,261.875,-0.427090675470146
40,300,262.5,-0.436869585418836
40,300,263.125,-0.447128307508948
40,300,263.75,-0.457892836092333
40,300,264.375,-0.469191725878923
40,300,265,-0.481056236441574
40,300,265.625,-0.493520509651605
40,300,266.25,-0.50662178044843
40,300,266.875,-0.520400622218568
40,300,267.5,-0.53490122886434
40,300,268.125,-0.550171736420358
40,300,268.75,-0.566264587860243
40,300,269.375,-0.583236945554744
40,300,270,-0.601151156723513
40,300,270.625,-0.62007527819132
40,300,271.25,-0.640083667843349
40,300,271.875,-0.661257651401374
40,300,272.5,-0.683686274545464
40,300,273.125,-0.707467152020131
40,300,273.75,-0.732707427230538
40,300,274.375,-0.75952485800152
40,300,275,-0.788049046695309
40,300,275.625,-0.818422835828041
40,300,276.25,-0.85080389376744
40,300,276.875,-0.885366519123818
40,300,277.5,-0.922303697170372
40,300,278.125,-0.961829447170003
40,300,278.75,-1.0041815059908
40,300,279.375,-1.04962440102996
40,300,280,-1.09845297443408
40,300,280.625,-1.15099643113044
40,300,281.25,-1.2076229955297
40,300,281.875,-1.26874527622203
40,300,282.5,-1.33482645489631
40,300,283.125,-1.40638743542731
40,300,283.75,-1.48401511198089
40,300,284.375,-1.56837194147041
40,300,285,-1.66020703611261
40,300,285.625,-1.76036902645136
40,300,286.25,-1.86982098412805
40,300,286.875,-1.98965773662737
40,300,287.5,-2.1211259523511
40,300,288.125,-2.26564742174291
40,300,288.75,-2.42484600501684
40,300,289.375,-2.60057875228878
40,300,290,-2.79497171473525
40,300,290.625,-3.01046093246859
40,300,291.25,-3.24983896336371
40,300,291.875,-3.5163070277018
40,300,292.5,-3.81353223633125
40,300,293.125,-4.14570815720395
40,300,293.75,-4.51761459417656
40,300,294.375,-4.93466778637391
40,300,295,-5.40294303849257
40,300,295.625,-5.9291334865682
40,300,296.25,-6.52037192174443
40,300,296.875,-7.18376825228006
40,300,297.5,-7.92536550219593
40,300,298.125,-8.74792367544287
40,300,298.75,-9.64640972191029
40,300,299.375,-10.5993233372466
40,300,300,-11.5538630613262
40,300,300.625,-12.4072178657899
40,300,301.25,-13.0028148300155
40,300,301.875,-13.1814723975958
40,300,302.5,-12.8869057832877
40,300,303.125,-12.2136140752148
40,300,303.75,-11.3292870183779
40,300,304.375,-10.3774956192414
40,300,305,-9.44547747231621
40,300,305.625,-8.57543809214563
40,300,306.25,-7.78306819296076
40,300,306.875,-7.0705692531775
40,300,307.5,-6.43394727712423
40,300,308.125,-5.86673019502576
40,300,308.75,-5.36177033491194
40,300,309.375,-4.9120794520775
40,300,310,-4.51118651727847
40,300,310.625,-4.15326342208958
40,300,311.25,-3.83314009690031
40,300,311.875,-3.54626924199485
40,300,312.5,-3.28867050215268
40,300,313.125,-3.05686876327075
40,300,313.75,-2.84783362272325
40,300,314.375,-2.65892321887919
40,300,315,-2.48783364237361
40,300,315.625,-2.33255416505641
40,300,316.25,-2.19132804222029
40,300,316.875,-2.06261842801903
40,300,317.5,-1.94507886660512
40,300,318.125,-1.83752781546112
40,300,318.75,-1.73892668671158
40,300,319.375,-1.64836093744727
40,300,320,-1.56502379077384
40,300,320.625,-1.48820221983657
40,300,321.25,-1.41726487463703
40,300,321.875,-1.35165167474436
40,300,322.5,-1.29086482957372
40,300,323.125,-1.23446108178476
40,300,323.75,-1.18204499882351
40,300,324.375,-1.13326316308229
40,300,325,-1.08779913302247
40,300,325.625,-1.04536906632681
40,300,326.25,-1.00571791213282
40,300,326.875,-0.968616093020171
40,300,327.5,-0.933856609019233
40,300,328.125,-0.901252505767801
40,300,328.75,-0.870634657326203
40,300,329.375,-0.841849821287899
40,300,330,-0.814758929883143
40,300,330.625,-0.789235585929583
40,300,331.25,-0.765164736873215
40,300,331.875,-0.7424415039034
40,300,332.5,-0.720970146315255
40,300,333.125,-0.700663144015948
40,300,333.75,-0.681440383399188
40,300,334.375,-0.663228433803574
40,300,335,-0.64595990347768
40,300,335.625,-0.629572865438428
40,300,336.25,-0.614010344867854
40,300,336.875,-0.599219860775349
40,300,337.5,-0.585153015585108
40,300,338.125,-0.571765127113102
40,300,338.75,-0.559014898092929
40,300,339.375,-0.546864119011644
40,300,340,-0.53527740053779
40,300,340.625,-0.524221932276278
40,300,341.25,-0.513667264977982
40,300,341.875,-0.503585113674069
40,300,342.5,-0.493949179503282
40,300,343.125,-0.484734988260863
40,300,343.75,-0.475919743925211
40,300,344.375,-0.467482195617732
40,300,345,-0.459402516625688
40,300,345.625,-0.451662194271412
40,300,346.25,-0.444243929545666
40,300,346.875,-0.437131545541683
40,300,347.5,-0.430309903830783
40,300,348.125,-0.423764828012778
40,300,348.75,-0.417483033755693
40,300,349.375,-0.411452064711575
40,300,350,-0.405660233758916
40,300,350.625,-0.400096569078843
40,300,351.25,-0.394750764622569
40,300,351.875,-0.38961313457231
40,300,352.5,-0.384674571437609
40,300,353.125,-0.379926507464579
40,300,353.75,-0.375360879067146
40,300,354.375,-0.370970094017664
40,300,355,-0.366747001159623
40,300,355.625,-0.362684862427659
40,300,356.25,-0.358777326980538
40,300,356.875,-0.3550184072708
40,300,357.5,-0.351402456891243
40,300,358.125,-0.347924150053048
40,300,358.75,-0.344578462563523
40,300,359.375,-0.341360654183502
40,300,360,-0.338266252255005
40,300,360.625,-0.335291036499553
40,300,361.25,-0.332431024896328
40,300,361.875,-0.329682460557155
40,300,362.5,-0.327041799522608
40,300,363.125,-0.324505699409922
40,300,363.75,-0.322071008849353
40,300,364.375,-0.319734757650932
40,300,365,-0.317494147648452
40,300,365.625,-0.315346544171916
40,300,366.25,-0.313289468103688
40,300,366.875,-0.311320588477339
40,300,367.5,-0.309437715581329
40,300,368.125,-0.307638794532922
40,300,368.75,-0.305921899290382
40,300,369.375,-0.304285227074046
40,300,370,-0.302727093169278
40,300,370.625,-0.301245926086297
40,300,371.25,-0.299840263053974
40,300,371.875,-0.29850874582633
40,300,372.5,-0.297250116782226
40,300,373.125,-0.296063215300178
40,300,373.75,-0.29494697439159
40,300,374.375,-0.293900417577037
40,300,375,-0.292922655991348
45,300,125,-0.0868963197760515
45,300,125.625,-0.0871754504077831
45,300,126.25,-0.0874550629204182
45,300,126.875,-0.0877351767650576
45,300,127.5,-0.0880158121973436
45,300,128.125,-0.0882969902652181
45,300,128.75,-0.0885787327974981
45,300,129.375,-0.0888610623932081
45,300,130,-0.089144002411715
45,300,130.625,-0.0894275769635745
45,300,131.25,-0.0897118109021503
45,300,131.875,-0.0899967298159325
45,300,132.5,-0.0902823600215914
45,300,133.125,-0.0905687285577249
45,300,133.75,-0.09085586317931
45,300,134.375,-0.0911437923528237
45,300,135,-0.0914325452520559
45,300,135.625,-0.0917221517545926
45,300,136.25,-0.0920126424389542
45,300,136.875,-0.0923040485824006
45,300,137.5,-0.0925964021593874
45,300,138.125,-0.092889735840661
45,300,138.75,-0.0931840829930235
45,300,139.375,-0.0934794776797136
45,300,140,-0.0937759546614524
45,300,140.625,-0.0940735493981114
45,300,141.25,-0.0943722980510325
45,300,141.875,-0.0946722374859894
45,300,142.5,-0.0949734052767786
45,300,143.125,-0.0952758397094699
45,300,143.75,-0.0955795797872969
45,300,144.375,-0.0958846652361952
45,300,145,-0.0961911365110086
45,300,145.625,-0.0964990348023318
45,300,146.25,-0.0968084020440602
45,300,146.875,-0.0971192809215623
45,300,147.5,-0.0974317148805848
45,300,148.125,-0.0977457481368098
45,300,148.75,-0.0980614256861352
45,300,149.375,-0.0983787933156681
45,300,150,-0.0986978976154095
45,300,150.625,-0.0990187859907252
45,300,151.25,-0.0993415066755272
45,300,151.875,-0.0996661087462301
45,300,152.5,-0.0999926421364968
45,300,153.125,-0.100321157652772
45,300,153.75,-0.100651706990638
45,300,154.375,-0.100984342751993
45,300,155,-0.101319118463113
45,300,155.625,-0.101656088593555
45,300,156.25,-0.101995308575989
45,300,156.875,-0.102336834826953
45,300,157.5,-0.102680724768547
45,300,158.125,-0.103027036851123
45,300,158.75,-0.103375830576983
45,300,159.375,-0.103727166525105
45,300,160,-0.104081106376971
45,300,160.625,-0.104437712943478
45,300,161.25,-0.104797050193018
45,300,161.875,-0.105159183280728
45,300,162.5,-0.105524178578988
45,300,163.125,-0.105892103709165
45,300,163.75,-0.106263027574708
45,300,164.375,-0.106637020395572
45,300,165,-0.107014153744109
45,300,165.625,-0.107394500582386
45,300,166.25,-0.107778135301063
45,300,166.875,-0.108165133759857
45,300,167.5,-0.108555573329656
45,300,168.125,-0.108949532936376
45,300,168.75,-0.109347093106592
45,300,169.375,-0.109748336015055
45,300,170,-0.110153345534178
45,300,170.625,-0.110562207285515
45,300,171.25,-0.110975008693436
45,300,171.875,-0.11139183904097
45,300,172.5,-0.111812789528001
45,300,173.125,-0.112237953331907
45,300,173.75,-0.112667425670723
45,300,174.375,-0.113101303869003
45,300,175,-0.113539687426456
45,300,175.625,-0.113982678089544
45,300,176.25,-0.11443037992613
45,300,176.875,-0.114882899403403
45,300,177.5,-0.11534034546917
45,300,178.125,-0.115802829636744
45,300,178.75,-0.116270466073588
45,300,179.375,-0.116743371693948
45,300,180,-0.117221666255642
45,300,180.625,-0.117705472461245
45,300,181.25,-0.118194916063986
45,300,181.875,-0.118690125978493
45,300,182.5,-0.119191234396774
45,300,183.125,-0.119698376909691
45,300,183.75,-0.12021169263424
45,300,184.375,-0.120731324347028
45,300,185,-0.121257418624256
45,300,185.625,-0.121790125988699
45,300,186.25,-0.122329601064016
45,300,186.875,-0.122876002736954
45,300,187.5,-0.123429494327903
45,300,188.125,-0.123990243770335
45,300,188.75,-0.124558423799782
45,300,189.375,-0.125134212152959
45,300,190,-0.125717791777719
45,300,190.625,-0.126309351054654
45,300,191.25,-0.126909084031126
45,300,191.875,-0.127517190668647
45,300,192.5,-0.128133877104638
45,300,193.125,-0.128759355929568
45,300,193.75,-0.129393846480764
45,300,194.375,-0.130037575154083
45,300,195,-0.130690775734972
45,300,195.625,-0.13135368975044
45,300,196.25,-0.132026566843686
45,300,196.875,-0.132709665173303
45,300,197.5,-0.133403251839184
45,300,198.125,-0.134107603337457
45,300,198.75,-0.134823006047108
45,300,199.375,-0.13554975675111
45,300,200,-0.136288163195369
45,300,200.625,-0.137038544689047
45,300,201.25,-0.137801232750307
45,300,201.875,-0.138576571801998
45,300,202.5,-0.139364919922357
45,300,203.125,-0.14016664965643
45,300,203.75,-0.140982148894658
45,300,204.375,-0.141811821825902
45,300,205,-0.142656089973132
45,300,205.625,-0.14351539332114
45,300,206.25,-0.144390191546919
45,300,206.875,-0.145280965364821
45,300,207.5,-0.146188218000371
45,300,208.125,-0.147112476808603
45,300,208.75,-0.148054295055188
45,300,209.375,-0.149014253881342
45,300,210,-0.149992964476793
45,300,210.625,-0.150991070488876
45,300,211.25,-0.152009250700378
45,300,211.875,-0.153048222014078
45,300,212.5,-0.154108742788309
45,300,213.125,-0.155191616575429
45,300,213.75,-0.156297696324123
45,300,214.375,-0.157427889117361
45,300,215,-0.15858316153084
45,300,215.625,-0.159764545712503
45,300,216.25,-0.160973146302784
45,300,216.875,-0.16221014833846
45,300,217.5,-0.163476826311113
45,300,218.125,-0.164774554585901
45,300,218.75,-0.1661048194287
45,300,219.375,-0.167469232942044
45,300,220,-0.168869549275071
45,300,220.625,-0.170307683553113
45,300,221.25,-0.171785734072888
45,300,221.875,-0.173306008434993
45,300,222.5,-0.17487105444318
45,300,223.125,-0.176483696799292
45,300,223.75,-0.178147080875093
45,300,224.375,-0.179864725163138
