"InsetL [um]","ResFreq [GHz]","Freq [GHz]","ang_deg(Z(1,1)) []","mag(Z(1,1)) []"
60,300,125,1.49854710129977,3.39113916004802
60,300,125.625,1.49969307519118,3.45747752062876
60,300,126.25,1.50079266602928,3.52363457978336
60,300,126.875,1.50184863309722,3.5896139564811
60,300,127.5,1.50286351845704,3.65541923015387
60,300,128.125,1.50383966790847,3.72105394033627
60,300,128.75,1.50477924956737,3.78652158650038
60,300,129.375,1.50568427037336,3.85182562805562
60,300,130,1.50655659079057,3.91696948448875
60,300,130.625,1.50739793792825,3.98195653562261
60,300,131.25,1.50820991727559,4.04679012197562
60,300,131.875,1.50899402321857,4.1114735452065
60,300,132.5,1.50975164848366,4.17601006863113
60,300,133.125,1.51048409263396,4.24040291780008
60,300,133.75,1.51119256972682,4.30465528112739
60,300,134.375,1.51187821522788,4.36877031056211
60,300,135,1.51254209226431,4.43275112229556
60,300,135.625,1.51318519728983,4.49660079749828
60,300,136.25,1.51380846522502,4.56032238308136
60,300,136.875,1.51441277412867,4.62391889247761
60,300,137.5,1.51499894944934,4.68739330643889
60,300,138.125,1.51556776790047,4.75074857384614
60,300,138.75,1.51611996099738,4.81398761252936
60,300,139.375,1.51665621828996,4.87711331009511
60,300,140,1.51717719032124,4.94012852475952
60,300,140.625,1.51768349133852,5.003036086185
60,300,141.25,1.51817570178084,5.06583879631931
60,300,141.875,1.51865437056402,5.12853943023564
60,300,142.5,1.51912001718225,5.19114073697266
60,300,143.125,1.51957313364309,5.25364544037392
60,300,143.75,1.52001418625113,5.31605623992564
60,300,144.375,1.52044361725388,5.37837581159255
60,300,145,1.52086184636221,5.44060680865126
60,300,145.625,1.52126927215619,5.5027518625209
60,300,146.25,1.52166627338641,5.56481358359079
60,300,146.875,1.52205321017966,5.62679456204508
60,300,147.5,1.52243042515701,5.68869736868419
60,300,148.125,1.52279824447164,5.7505245557432
60,300,148.75,1.52315697877311,5.81227865770715
60,300,149.375,1.52350692410392,5.87396219212347
60,300,150,1.52384836273389,5.93557766041169
60,300,150.625,1.52418156393741,5.99712754867068
60,300,151.25,1.52450678471782,6.05861432848359
60,300,151.875,1.52482427048324,6.12004045772093
60,300,152.5,1.52513425567757,6.18140838134209
60,300,153.125,1.5254369643699,6.24272053219558
60,300,153.75,1.52573261080561,6.30397933181852
60,300,154.375,1.52602139992207,6.36518719123577
60,300,155,1.52630352783125,6.42634651175905
60,300,155.625,1.52657918227202,6.4874596857868
60,300,156.25,1.52684854303402,6.548529097605
60,300,156.875,1.52711178235532,6.60955712418963
60,300,157.5,1.52736906529552,6.67054613601143
60,300,158.125,1.52762055008624,6.73149849784329
60,300,158.75,1.52786638846035,6.79241656957124
60,300,159.375,1.52810672596142,6.85330270700931
60,300,160,1.52834170223486,6.91415926271925
60,300,160.625,1.52857145130174,6.97498858683566
60,300,161.25,1.52879610181665,7.03579302789725
60,300,161.875,1.5290157773105,7.09657493368508
60,300,162.5,1.52923059641917,7.15733665206857
60,300,163.125,1.52944067309914,7.21808053186
60,300,163.75,1.52964611683066,7.2788089236786
60,300,164.375,1.52984703280931,7.33952418082484
60,300,165,1.53004352212676,7.40022866016627
60,300,165.625,1.53023568194123,7.46092472303551
60,300,166.25,1.53042360563829,7.5216147361417
60,300,166.875,1.53060738298262,7.58230107249658
60,300,167.5,1.53078710026122,7.64298611235603
60,300,168.125,1.53096284041845,7.70367224417871
60,300,168.75,1.5311346831835,7.76436186560281
60,300,169.375,1.53130270519058,7.8250573844424
60,300,170,1.53146698009227,7.88576121970486
60,300,170.625,1.53162757866631,7.94647580263077
60,300,171.25,1.53178456891623,8.00720357775815
60,300,171.875,1.53193801616608,8.06794700401245
60,300,172.5,1.53208798314945,8.12870855582449
60,300,173.125,1.53223453009322,8.18949072427795
60,300,173.75,1.53237771479603,8.25029601828882
60,300,174.375,1.53251759270185,8.3111269658188
60,300,175,1.53265421696873,8.37198611512517
60,300,175.625,1.53278763853298,8.43287603604964
60,300,176.25,1.5329179061688,8.4937993213489
60,300,176.875,1.5330450665436,8.55475858806986
60,300,177.5,1.53316916426908,8.61575647897268
60,300,178.125,1.53329024194807,8.67679566400514
60,300,178.75,1.53340834021738,8.73787884183171
60,300,179.375,1.53352349778648,8.79900874142176
60,300,180,1.53363575147224,8.86018812370074
60,300,180.625,1.53374513622958,8.92141978326928
60,300,181.25,1.53385168517813,8.98270655019518
60,300,181.875,1.53395542962479,9.04405129188369
60,300,182.5,1.53405639908216,9.10545691503224
60,300,183.125,1.53415462128268,9.16692636767591
60,300,183.75,1.5342501221885,9.22846264133092
60,300,184.375,1.53434292599679,9.29006877324383
60,300,185,1.5344330551404,9.35174784875494
60,300,185.625,1.53452053028357,9.41350300378534
60,300,186.25,1.53460537031245,9.4753374274577
60,300,186.875,1.53468759232026,9.53725436486219
60,300,187.5,1.5347672115864,9.59925711997999
60,300,188.125,1.53484424154945,9.66134905877803
60,300,188.75,1.53491869377333,9.72353361249024
60,300,189.375,1.53499057790613,9.78581428110206
60,300,190,1.53505990163092,9.84819463705693
60,300,190.625,1.53512667060788,9.91067832920557
60,300,191.25,1.53519088840675,9.97326908702109
60,300,191.875,1.53525255642861,10.0359707251057
60,300,192.5,1.53531167381595,10.098787148018
60,300,193.125,1.53536823734959,10.1617223554531
60,300,193.75,1.53542224133083,10.2247804478118
60,300,194.375,1.53547367744721,10.2879656321994
60,300,195,1.53552253461972,10.3512822289005
60,300,195.625,1.53556879882898,10.414734678381
60,300,196.25,1.53561245291773,10.4783275488768
60,300,196.875,1.53565347636625,10.542065544634
60,300,197.5,1.53569184503695,10.6059535148784
60,300,198.125,1.53572753088366,10.6699964635977
60,300,198.75,1.53576050162038,10.7341995602361
60,300,199.375,1.53579072034332,10.7985681514121
60,300,200,1.53581814509897,10.8631077737889
60,300,200.625,1.53584272838963,10.9278241682437
60,300,201.25,1.53586441660607,10.9927232955051
60,300,201.875,1.53588314937533,11.0578113534562
60,300,202.5,1.53589885880902,11.1230947963267
60,300,203.125,1.53591146863479,11.1885803560384
60,300,203.75,1.53592089318994,11.2542750660071
60,300,204.375,1.53592703625203,11.3201862877565
60,300,205,1.5359297896758,11.3863217407572
60,300,205.625,1.53592903179908,11.4526895359757
60,300,206.25,1.5359246255723,11.5192982137015
60,300,206.875,1.53591641635563,11.5861567863196
60,300,207.5,1.53590422931494,11.6532747868147
60,300,208.125,1.5358878663313,11.720662323936
60,300,208.75,1.53586710231789,11.7883301451205
60,300,209.375,1.53584168081169,11.8562897084732
60,300,210,1.53581130867288,11.9245532653472
60,300,210.625,1.53577564968117,11.993133955352
60,300,211.25,1.53573431676048,12.0620459159596
60,300,211.875,1.53568686248892,12.1313044092806
60,300,212.5,1.53563276745196,12.2009259690545
60,300,213.125,1.53557142586623,12.2709285714351
60,300,213.75,1.53550212772684,12.3413318337677
60,300,214.375,1.53542403649671,12.4121572462067
60,300,215,1.53533616103892,12.4834284416936
60,300,215.625,1.53523732005956,12.5551715103878
60,300,216.25,1.5351260967329,12.6274153649619
60,300,216.875,1.53500078035392,12.700192162884
60,300,217.5,1.53485929070907,12.7735377903177
60,300,218.125,1.53469907922995,12.8474924084777
60,300,218.75,1.53451699868882,12.9221010552039
60,300,219.375,1.53430912990394,12.997414278635
60,300,220,1.5340705492026,13.0734887497706
60,300,220.625,1.533795013605,13.15038774483
60,300,221.25,1.53347453096035,13.2281812854644
60,300,221.875,1.53309876843886,13.3069455360306
60,300,222.5,1.53265423359882,13.386760709899
60,300,223.125,1.53212313698911,13.4677060961182
60,300,223.75,1.53148181589093,13.5498496320471
60,300,224.375,1.5306985761454,13.633227252869
60,300,225,1.52973082924058,13.7178032181525
60,300,225.625,1.52852156927056,13.8033953947272
60,300,226.25,1.5269958257321,13.8895373325029
60,300,226.875,1.5250594201013,13.9752316903458
60,300,227.5,1.52260659348611,14.0585370872822
60,300,228.125,1.51955204857363,14.1359715621189
60,300,228.75,1.51591594689063,14.2019626611869
60,300,229.375,1.5119868297693,14.24929460645
60,300,230,1.5084966265963,14.2724646587608
60,300,230.625,1.50651994533446,14.2744330532347
60,300,231.25,1.50682551984428,14.2703260829455
60,300,231.875,1.50919990122052,14.2793732793766
60,300,232.5,1.51265913911565,14.3121080706948
60,300,233.125,1.51623312926409,14.3676737318735
60,300,233.75,1.51938440250389,14.4398137114602
60,300,234.375,1.52195081222011,14.5222163243042
60,300,235,1.52396122913829,14.610385289109
60,300,235.625,1.52550816618176,14.7015776118104
60,300,236.25,1.52668925301658,14.794258521818
60,300,236.875,1.52758749282699,14.8876238715451
60,300,237.5,1.52826792660067,14.9812849795279
60,300,238.125,1.52877982091276,15.075081576288
60,300,238.75,1.52916003040374,15.1689758258506
60,300,239.375,1.52943607291234,15.2629935856797
60,300,240,1.5296285672921,15.357192259148
60,300,240.625,1.52975305854756,15.451643415276
60,300,241.25,1.52982135159733,15.5464235702742
60,300,241.875,1.52984247755711,15.6416094707065
60,300,242.5,1.52982339339195,15.7372758507804
60,300,243.125,1.52976949044931,15.8334945378037
60,300,243.75,1.52968496638232,15.9303342789966
60,300,244.375,1.52957309919365,16.0278609407072
60,300,245,1.52943645077557,16.1261378866812
60,300,245.625,1.52927701930682,16.2252264296009
60,300,246.25,1.5290963542527,16.3251862995137
60,300,246.875,1.5288956437859,16.4260761006177
60,300,247.5,1.52867578168819,16.5279537434693
60,300,248.125,1.52843741884871,16.630876848281
60,300,248.75,1.52818100309361,16.7349031196027
60,300,249.375,1.52790681009537,16.8400906950301
60,300,250,1.52761496739808,16.9464984716706
60,300,250.625,1.52730547307915,17.0541864144774
60,300,251.25,1.52697821018901,17.163215850583
60,300,251.875,1.52663295783168,17.2736497535974
60,300,252.5,1.52626939954068,17.3855530216083
60,300,253.125,1.525887129449,17.4989927523763
60,300,253.75,1.52548565663359,17.6140385189987
60,300,254.375,1.52506440792413,17.7307626491333
60,300,255,1.52462272939624,17.8492405107371
60,300,255.625,1.52415988671462,17.9695508071852
60,300,256.25,1.52367506444829,18.0917758845964
60,300,256.875,1.52316736444532,18.2160020541993
60,300,257.5,1.52263580332596,18.342319932625
60,300,258.125,1.52207930912932,18.4708248031177
60,300,258.75,1.52149671712791,18.6016170007995
