"InsetL [um]","ResFreq [GHz]","Freq [GHz]","ang_deg(Z(1,1)) []","mag(Z(1,1)) []"
80,300,125,1.49624065896182,3.33394311868964
80,300,125.625,1.49744975681112,3.39942534095452
80,300,126.25,1.49860917848114,3.46470655179036
80,300,126.875,1.49972192901557,3.52979017733483
80,300,127.5,1.50079077467853,3.59467960442215
80,300,128.125,1.50181826620017,3.65937817986489
80,300,128.75,1.50280675935978,3.72388920997031
80,300,129.375,1.50375843325506,3.78821596025604
80,300,130,1.50467530655535,3.85236165533539
80,300,130.625,1.50555925199342,3.91632947894709
80,300,131.25,1.5064120093144,3.98012257410784
80,300,131.875,1.50723519687007,4.0437440433694
80,300,132.5,1.50803032202082,4.10719694916466
80,300,133.125,1.50879879048588,4.17048431422905
80,300,133.75,1.50954191476369,4.23360912208608
80,300,134.375,1.5102609217285,4.29657431758697
80,300,135,1.5109569594956,4.35938280749611
80,300,135.625,1.51163110363604,4.42203746111486
80,300,136.25,1.51228436281145,4.48454111093777
80,300,136.875,1.51291768389126,4.5468965533356
80,300,137.5,1.51353195660667,4.60910654926076
80,300,138.125,1.51412801778979,4.67117382497114
80,300,138.75,1.51470665524014,4.73310107276902
80,300,139.375,1.51526861125633,4.79489095175218
80,300,140,1.51581458586621,4.85654608857486
80,300,140.625,1.51634523978488,4.91806907821635
80,300,141.25,1.51686119712713,4.97946248475571
80,300,141.875,1.51736304789762,5.040728842151
80,300,142.5,1.51785135027968,5.10187065502192
80,300,143.125,1.51832663274152,5.16289039943497
80,300,143.75,1.51878939597652,5.22379052369023
80,300,144.375,1.51924011469264,5.28457344910939
80,300,145,1.51967923926442,5.3452415708243
80,300,145.625,1.52010719725959,5.40579725856626
80,300,146.25,1.52052439485137,5.46624285745534
80,300,146.875,1.5209312181261,5.52658068879022
80,300,147.5,1.52132803429521,5.58681305083831
80,300,148.125,1.52171519281944,5.64694221962652
80,300,148.75,1.52209302645269,5.7069704497329
80,300,149.375,1.52246185221189,5.76689997507956
80,300,150,1.52282197227911,5.82673300972737
80,300,150.625,1.52317367484101,5.88647174867298
80,300,151.25,1.52351723487082,5.94611836864873
80,300,151.875,1.52385291485718,6.00567502892641
80,300,152.5,1.52418096548395,6.0651438721254
80,300,153.125,1.52450162626467,6.12452702502625
80,300,153.75,1.52481512613518,6.18382659939073
80,300,154.375,1.52512168400728,6.24304469278933
80,300,155,1.52542150928649,6.3021833894374
80,300,155.625,1.5257148023563,6.36124476104128
80,300,156.25,1.52600175503145,6.42023086765576
80,300,156.875,1.52628255098215,6.47914375855437
80,300,157.5,1.52655736613158,6.53798547311417
80,300,158.125,1.52682636902806,6.59675804171667
80,300,158.75,1.52708972119398,6.65546348666704
80,300,159.375,1.52734757745259,6.71410382313339
80,300,160,1.5276000862344,6.77268106010851
80,300,160.625,1.5278473898642,6.83119720139651
80,300,161.25,1.52808962483001,6.88965424662689
80,300,161.875,1.52832692203496,6.94805419229898
80,300,162.5,1.52855940703307,7.0063990328598
80,300,163.125,1.52878720024975,7.06469076181877
80,300,163.75,1.52901041718797,7.1229313729029
80,300,164.375,1.52922916862059,7.18112286125652
80,300,165,1.52944356076965,7.23926722468998
80,300,165.625,1.52965369547312,7.29736646498197
80,300,166.25,1.52985967033959,7.35542258924101
80,300,166.875,1.53006157889132,7.41343761133154
80,300,167.5,1.53025951069611,7.47141355337137
80,300,168.125,1.53045355148805,7.52935244730708
80,300,168.75,1.53064378327759,7.58725633657546
80,300,169.375,1.53083028445103,7.64512727785919
80,300,170,1.53101312985938,7.7029673429464
80,300,170.625,1.53119239089675,7.76077862070444
80,300,171.25,1.53136813556807,7.81856321917942
80,300,171.875,1.53154042854613,7.87632326783441
80,300,172.5,1.53170933121747,7.93406091994057
80,300,173.125,1.53187490171697,7.99177835513708
80,300,173.75,1.53203719495056,8.04947778217776
80,300,174.375,1.53219626260544,8.10716144188419
80,300,175,1.53235215314719,8.16483161032755
80,300,175.625,1.53250491180278,8.22249060226424
80,300,176.25,1.53265458052841,8.28014077485325
80,300,176.875,1.53280119796098,8.33778453168698
80,300,177.5,1.53294479935164,8.39542432717107
80,300,178.125,1.53308541647959,8.45306267129352
80,300,178.75,1.53322307754407,8.51070213482872
80,300,179.375,1.5333578070321,8.56834535502813
80,300,180,1.5334896255589,8.62599504185632
80,300,180.625,1.53361854967783,8.68365398483937
80,300,181.25,1.53374459165547,8.74132506060214
80,300,181.875,1.53386775920743,8.79901124118153
80,300,182.5,1.53398805518897,8.85671560321628
80,300,183.125,1.53410547723403,8.91444133812806
80,300,183.75,1.53422001733467,8.97219176342652
80,300,184.375,1.53433166135163,9.02997033529124
80,300,185,1.53444038844487,9.08778066260733
80,300,185.625,1.53454617041085,9.14562652266006
80,300,186.25,1.53464897091062,9.20351187872676
80,300,186.875,1.53474874456958,9.26144089984431
80,300,187.5,1.53484543592601,9.31941798307691
80,300,188.125,1.5349389782003,9.37744777866479
80,300,188.75,1.5350292918512,9.43553521850145
80,300,189.375,1.53511628287775,9.49368554846603
80,300,190,1.53519984081624,9.55190436523394
80,300,190.625,1.53527983637021,9.61019765830312
80,300,191.25,1.53535611859649,9.66857185811286
80,300,191.875,1.53542851155195,9.72703389129959
80,300,192.5,1.53549681028193,9.78559124433811
80,300,193.125,1.53556077600109,9.84425203706371
80,300,193.75,1.53562013027818,9.90302510787248
80,300,194.375,1.535674547986,9.96192011276395
80,300,195,1.53572364871151,10.020947640839
80,300,195.625,1.53576698623433,10.0801193494131
80,300,196.25,1.53580403556743,10.1394481225717
80,300,196.875,1.53583417690036,10.1989482578086
80,300,197.5,1.53585667558044,10.2586356863667
80,300,198.125,1.53587065698887,10.3185282340835
80,300,198.75,1.53587507478921,10.3786459309353
80,300,199.375,1.53586867050241,10.4390113790857
80,300,200,1.53584992163598,10.4996501910328
80,300,200.625,1.53581697457478,10.5605915112835
80,300,201.25,1.53576755699624,10.6218686365729
80,300,201.875,1.53569886250573,10.683519750358
80,300,202.5,1.53560739720064,10.7455887858957
80,300,203.125,1.53548877351159,10.808126426193
80,300,203.75,1.53533743024448,10.8711912337363
80,300,204.375,1.53514624819726,10.9348508689606
80,300,205,1.53490601642963,10.9991832860993
80,300,205.625,1.53460468278003,11.0642776536792
80,300,206.25,1.53422628998494,11.1302344662725
80,300,206.875,1.53374945094669,11.1971637587716
80,300,207.5,1.53314514806175,11.2651792330415
80,300,208.125,1.53237355059005,11.3343839127216
80,300,208.75,1.53137944828416,11.4048385584287
80,300,209.375,1.53008588355551,11.4764953545921
80,300,210,1.52838592382206,11.5490624095727
